filename,henry_cons,f-chi-0-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-2-all,f-Z-3-all,f-I-3-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-1-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-3-all,mc-T-0-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,f-lig-chi-0,f-lig-chi-1,f-lig-chi-2,f-lig-chi-3,f-lig-Z-0,f-lig-Z-1,f-lig-Z-3,f-lig-I-0,f-lig-I-3,f-lig-T-0,f-lig-T-2,f-lig-T-3,f-lig-S-0,f-lig-S-1,f-lig-S-2,lc-chi-3-all,lc-Z-0-all,lc-Z-3-all,lc-T-0-all,lc-T-1-all,lc-S-0-all,lc-alpha-1-all,lc-alpha-2-all,lc-alpha-3-all,D_lc-Z-2-all,D_lc-Z-3-all,D_lc-T-1-all,D_lc-S-2-all,D_lc-S-3-all,D_lc-alpha-2-all,D_lc-alpha-3-all,func-alpha-0-all,func-alpha-2-all,D_func-chi-3-all,D_func-T-1-all,D_func-alpha-3-all,feature_2,feature_4,feature_6,feature_7,feature_9,feature_10,feature_11,feature_13,feature_16,feature_17,feature_19,feature_42,feature_44,feature_45,feature_46,feature_47,feature_48,feature_51,feature_52,feature_54,feature_56,feature_58,feature_59,feature_60,feature_61,feature_62,feature_68,feature_86,feature_88,feature_89,feature_90,feature_92,feature_93,feature_96,feature_97,feature_98,feature_100,feature_101,feature_102,feature_103,feature_104
PAQVEK_clean_no_solvent.cif,0.023,108.6673,356.2764,379.72,1480.5,3786,2688,48,184,218,184,21.0834,22.2128,20.604,33.17533333,607,778.6666667,732,1196,7.333333333,18.66666667,42.66666667,60,86.66666667,3.988866667,4.774,7.578466667,-6.473333333,-3.82,-7.493333333,71.33333333,94,142.6666667,9.333333333,6,10,2.473333333,2.606666667,4.36,559.9152,1209.924,1958.0048,2458.396,2460,5472,9256,84,384,480,1832,2096,38.258,93.5704,144.4648,26.49066667,59,124.6666667,2,6,0.542766667,95.67333333,170.1466667,213.5817427,2.666666667,8,-2,-0.053333333,0.173333333,-9.2,-11.27140667,0,0,0,0,0,0.008392772,-0.000988204,0.003101628,0.003222854,-0.000379474,0.004940229,0.003348818,-0.000394306,-0.000124479,0.001620541,-0.000604421,1.08E-05,-1.94E-05,-1.94E-05,-7.60E-06,-1.23E-05,3.22E-05,1.40E-05,2.12E-05,2.80E-05,1.73E-05,-5.29E-06,2.40E-05,3.33E-05,5.04E-06,1.72E-05,-1.52E-08,-1.33E-06,9.42E-07,-1.08E-06,1.34E-05,-6.95E-06,1.76E-05,-2.55E-05,4.08E-05,3.12E-05,-9.81E-05,-6.85E-05,0.00014293,0.000101684,9.02E-05
PAXWOB_clean_no_solvent.cif,0.00647,69.2413,170.9112,180.8064,2056,4368,2880,24,80,80,48,13.8408,22.704,14.454,59.928,900,960,1800,2040,12,16,32,64,80,3.8252,5.5544,9.5892,-7.16,-2.16,-16.52,88,60,292,8,0,28,2.32,1,8.4,45.1369,54.8376,116.4096,0,418,750,0,5,0,20,12,0,2.8592,5.4272,4.818,0,64,0,1,4,0.5329,132.5,80.067683,0,7,0,-3,0.36,0,0.79289,0,625,0,0,12,0,0.002253257,-0.000217832,0.000940872,0.000706904,-6.83E-05,0.001322835,0.000531117,-5.13E-05,-3.00E-05,0.000581552,-9.61E-05,9.20E-07,3.19E-06,8.96E-07,5.99E-06,-7.24E-07,6.79E-06,-1.46E-05,-7.81E-07,3.55E-06,-1.64E-06,-2.42E-06,1.53E-05,4.75E-05,-2.10E-05,3.20E-05,-1.24E-06,2.18E-06,1.13E-06,-2.65E-06,3.66E-06,-1.18E-05,-1.66E-06,2.20E-05,3.29E-06,-1.55E-05,-5.87E-06,-2.67E-05,1.15E-05,-6.10E-06,2.41E-05
PEBCAA_clean_no_solvent.cif,0.00281,65.91536,155.26548,162.72576,1998.2,4111.2,2592,21.6,73.6,72.4,43.2,13.14876,21.5688,13.7313,64.7064,900,912,1710,2736,11.4,14.6,29.2,58.4,85.2,3.63394,5.27668,10.90182,-6.802,-2.052,-20.406,83.6,57,250.8,7,-0.6,21.6,2.204,0.95,6.612,55.35716667,70.35946667,148.4272,30.272,481.6666667,970.6666667,32,5.666666667,4,22.66666667,21.33333333,4,3.346466667,6.550533333,6.917733333,4.779789474,64,5.052631579,1,4,0.5329,132.5,84.27,15.08695768,0,4.421052632,-3,0,0.227368421,0,0.500772632,389.3776316,68.84692105,0,6.394736842,0,0.001221786,-2.93E-06,0.000278663,0.000367558,-8.82E-07,0.000582492,0.000484812,-1.16E-06,-3.58E-07,0.000236391,-1.84E-06,2.91E-06,-6.86E-06,-7.15E-06,-4.73E-06,-1.30E-05,3.62E-06,5.98E-06,1.06E-05,1.69E-05,5.78E-05,7.96E-06,2.74E-05,1.42E-05,9.65E-06,0.000139444,-2.18E-35,2.14E-06,-1.26E-06,4.22E-06,7.74E-06,1.40E-05,6.10E-06,3.45E-06,1.62E-05,1.54E-05,1.69E-06,-1.03E-05,2.52E-05,2.43E-06,2.73E-05
PEBNEP_clean_no_solvent.cif,0.00511,110.2911,354.9652,419.704,2474.5,7088,5880,50,178,199,154,23.562,27.48,23.57413333,49.00266667,803.6666667,1688.666667,1297.333333,1676,10,22,47.33333333,72.66666667,122.6666667,5.574,5.3432,9.4732,-5.666666667,-3.606666667,-6.913333333,73.33333333,87.33333333,226,12,6.666666667,21.33333333,2.14,2.32,6.46,249.9346,569.5806,927.114,1019.062,958,2322,2704,40,164,228,810,808,16.2376,40.6738,61.0118,32.27466667,49,67.66666667,4,12,0.5625,138.38,284.212614,205.912918,9,23,-2,0.32,1.373333333,-8.80711,6.707263333,54.76,350.917842,2.38,0,-2.978516667,0.013644827,-0.005054114,0.004107499,0.004526512,-0.001676643,0.008465985,0.004988268,-0.00184768,-0.000943707,0.004765123,-0.003455736,1.88E-06,-2.79E-06,-1.69E-06,-5.53E-06,-1.07E-05,4.58E-06,-8.45E-06,1.19E-05,-2.54E-05,7.47E-06,-3.74E-05,2.79E-05,0.000178404,1.36E-05,8.93E-05,-3.86E-35,-1.90E-05,-2.71E-08,-2.87E-05,6.26E-05,-1.77E-06,1.61E-05,3.77E-06,4.39E-05,2.92E-05,-4.96E-05,3.53E-05,9.25E-05,-5.38E-05,0.000263426
PEBYEA_clean_no_solvent.cif,0.00334,2144.7012,15928.9616,15998.752,43476,250328,422784,2736,7720,15448,27288,658.2848,22.8416,13.8719,73.96737143,481,792,2203.357143,2677.714286,15.28571429,21.42857143,50.64285714,105.1428571,159.3571429,4.329942857,9.201314286,15.89001429,-8.594285714,-1.573571429,-31.08071429,63.57142857,19.14285714,212.4285714,10.85714286,2.714285714,33.5,2.698571429,0.558571429,10.60857143,52.1305,60.2688,142.0032,0,481,960,0,5,0,20,12,0,3.2552,6.1904,6.3948,0,64,0,0.538461538,2.153846154,0.5329,71.34615385,45.37615385,0,0,0,-1.615384615,0,0,0,0,336.5384615,0,0,6.461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PECBOQ_clean_no_solvent.cif,0.00595,784.9232,4426.1592,4767.9632,29204,117240,114976,636,2320,3952,5012,214.1848,33.6064,25.49415,88.80525,1533.25,1444.25,4956,3511.5,14,22.75,55,110.75,159.5,4.80585,8.44905,13.2894,-6.105,-1.175,-13.98,146,74,428.25,11.25,3.5,34.75,3.0725,1.4675,9.69,259.25545,552.4986,928.1031,1055.7059,1210,2832,3236,40.5,169,235,786,845,16.97595,42.4498,60.1917,27.54115556,59,116.8888889,2.555555556,9.333333333,0.542766667,153.3711111,190.646768,187.7051267,7.666666667,9.888888889,-2.777777778,0.291111111,0.357777778,-5.328542222,-6.952344444,416.6666667,376.6666667,-0.48,6.666666667,18.26666667,0.009646989,-0.002360529,0.003856691,0.003517862,-0.000860788,0.007848733,0.003208802,-0.000785164,-0.000334904,0.003053681,-0.001751786,2.66E-05,-2.40E-05,-4.25E-05,-4.74E-05,-5.74E-05,6.35E-05,7.31E-05,8.91E-05,4.33E-05,4.97E-05,7.18E-05,8.53E-05,8.72E-05,0.000102017,0.000129208,-6.37E-35,-1.84E-05,1.48E-05,-3.04E-05,4.82E-05,3.07E-05,-4.04E-05,2.79E-05,-8.12E-05,0.000107122,6.51E-06,8.67E-05,0.000179014,-3.58E-05,0.000250752
PECLEP_clean_no_solvent.cif,0.011,121.9604,387.3316,679.744,1363,4422,3640,80,208,262,184,20.46,34.2912,42.0368,58.5808,729,1134,1404,1512,12,36,84,120,144,5.67,7.6608,9.5256,-6.96,-7.32,-8.6,120,164,268,22,28,48,3.06,4,7.56,85.7924,166.4946,233.9209333,309.1059333,364,688,1061.333333,12,44.66666667,56.66666667,196,227.3333333,5.129733333,11.1266,15.31106667,4.2256,49,11.2,1.6,4,0.5625,77.256,90.5970456,30.0650456,2.8,2.6,-1.2,0.144,0.148,-0.402844,0.377156,49.426,29.574,0.782,1.4,-3.441422,0.011466971,-0.003817466,0.004860701,0.004733366,-0.001575783,0.009380016,0.004609366,-0.001534503,-0.000538734,0.003206873,-0.003040893,2.11E-06,-7.49E-06,-2.31E-06,-1.52E-06,-9.98E-06,2.63E-05,3.27E-05,4.44E-05,-6.95E-05,6.87E-05,-0.000109291,-3.70E-05,9.01E-05,3.54E-05,8.76E-05,8.64E-10,-4.18E-06,7.53E-06,-1.46E-05,5.54E-05,5.81E-05,-3.60E-06,7.26E-05,-0.00011712,-8.15E-05,-0.000203401,-0.000100039,0.000368712,0.000270206,0.00032539
PECMOB_clean_no_solvent.cif,0.0017,331.138,2113.32,1312.378,10187,18810,9808,164,1416,1414,640,88.2308,32.871,17.544,34.03133333,2805.666667,3328.666667,1316,2322.666667,8.666666667,72,186.6666667,104,168,9.751466667,5.472133333,9.309866667,-15.16666667,-5.02,-9.84,390,191.3333333,349.3333333,51.33333333,20.66666667,40.66666667,7.213333333,3.513333333,6.98,207.4062,410.717,638.4066,776.194,930,1850,2812,29,116,152,516,554,13.1853,30.2,43.8684,19.42252857,56.12857143,90.22857143,3.157142857,6.557142857,0.549585714,113.113,139.0603734,179.6308257,2.371428571,6.1,-0.542857143,0.024,0.192285714,-4.258158571,-4.794469143,43.6475,201.1533713,3.5075,-0.333333333,-10.94459083,0.007097703,-0.002678959,0.003233209,0.002885561,-0.001089127,0.005389939,0.002575293,-0.000972019,-0.000641577,0.003175078,-0.001815635,1.52E-05,-3.96E-05,1.77E-05,-6.93E-05,-5.13E-05,6.28E-05,0.000145183,0.000105889,-8.06E-05,0.00014399,-0.000258357,-0.000137033,0.000544015,0.000318709,0.000237728,-1.49E-08,1.71E-06,2.24E-05,-0.000143515,0.000172574,0.000116939,-5.93E-05,7.34E-06,-1.17E-05,-2.35E-05,-4.69E-05,0.000222382,5.38E-05,-0.000135949,0.000873032
PEDGUA_clean_no_solvent.cif,0.00126,323.3722,1960.0683,1976.3416,8968,31440,30496,264,964,1674,1842,85.64,25.0776,17.628175,58.4877,1810,1872,4108,4368,14.25,40.5,94.5,173.25,197.25,7.2708,11.3528,17.4013,-13.35,-7,-30.8975,186,182,448,26.5,19.5,57.5,5.58,4.75,13.2875,60.3394,83.181,117.5104,94.6688,328,456,512,6,8,22,28,8,3.3174,5.6826,6.6284,23.6672,64,128,1,3,0.5329,59.89,87.98,56.18,2,0,-2,-0.04,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PEDMER_clean_no_solvent.cif,0.00172,263.4414,1174.9024,1268.2592,7548,26140,31456,180,524,828,1204,68.1528,21.78666667,16.27666667,64.08066667,841,773.3333333,2010.666667,2281.333333,10.66666667,11.33333333,24.66666667,51.33333333,85.33333333,3.358,6.1456,10.9296,-5.133333333,-0.966666667,-13.46,70,46.66666667,230.6666667,4,-2,10.66666667,2.166666667,1.066666667,6.8,174.4257,280.8018,583.2648,546.957,1470,3168,3276,21,78,114,360,390,12.135,27.6498,40.038,17.544,64,96,1,4,0.5329,132.5,116.07,119.78,2,4,-3,-0.04,-0.08,-6,-12,625,565,-0.74,10,68.38578,0.001864028,-0.000494807,0.000664773,0.000738357,-0.000195997,0.001078634,0.000820087,-0.000217692,-8.70E-05,0.000478877,-0.000318017,6.11E-06,-1.63E-05,5.00E-07,-1.75E-05,-1.95E-05,4.21E-05,3.62E-05,5.92E-05,-1.09E-05,5.03E-05,-6.67E-06,-9.77E-06,7.49E-05,3.50E-05,0.000108008,-2.18E-34,1.75E-06,1.87E-06,-1.38E-05,5.59E-05,4.39E-05,-6.22E-06,-1.41E-05,1.28E-05,-1.66E-06,-1.29E-05,3.15E-05,1.81E-05,-1.49E-05,0.000102979
PEDMOB_clean_no_solvent.cif,0.00436,250.539,920.836,1219.9648,5838,20524,21008,164,468,720,948,57.1736,25.384,25.783,84.113,841,899,2494,2755,15,16,40,88,136,4.0572,8.418,14.421,-5.76,-2.17,-15.77,85,88,340,6,2,26,2.58,2.18,10.25,172.6007,331.8949,578.4459,624.7015,1025,2272,2470,25,97,134,436,465,11.44215,27.2087,39.0887,20.7568,59,84.8,2,6.666666667,0.542766667,144.08,155.3617427,136.3317915,6,8.866666667,-2.666666667,0.213333333,0.289333333,-4.671406667,-7.159969333,189.272381,227.1081429,0.702857143,1.904761905,15.11839238,0.010720894,-0.001901239,0.004512465,0.004193144,-0.000743611,0.008475168,0.00389642,-0.00069099,-0.000248085,0.002827503,-0.001396626,2.30E-05,-5.46E-05,-6.13E-05,-1.31E-06,-3.10E-05,7.92E-05,4.29E-07,4.97E-05,7.92E-05,0.000164874,-6.45E-05,-0.000296272,5.05E-05,0.000106632,0.000535634,-1.61E-07,1.21E-05,1.01E-05,-8.61E-06,1.20E-05,-8.23E-06,-8.27E-07,-6.11E-05,4.94E-05,0.000115947,-3.77E-05,-6.02E-05,3.84E-05,2.49E-05,0.000265934
VOVLAV_clean_no_solvent.cif,0.00609,472.8172,1939.824,1781.6664,53296,36096,32480,224,1104,1120,1040,116.1888,24.4996,14.076,32.246,8464,3802.666667,2208,5029.333333,8,29.33333333,66.66666667,64,106.6666667,6.664,5.236,10.24533333,-10.39333333,-4.68,-12.32666667,449.3333333,344,681.3333333,17.33333333,9.333333333,22.66666667,5.146666667,3.72,7.573333333,169.3738,292.842,461.9708,539.529,874,1512,2568,20,74,100,332,378,10.466,21.9912,32.1372,18.4906875,60.5,98.25,2,4.5,0.5404,83.3375,108.905,159.0575429,1.75,4.125,-1.25,-0.035,-0.02,-5.25,-9.65088875,28.09,87.98,1.78,-2,-12,0.000955753,5.45E-05,0.000353078,0.000369129,2.11E-05,0.000558952,0.00038591,2.20E-05,6.03E-06,0.000160076,3.34E-05,6.84E-06,-9.17E-06,-7.38E-06,3.74E-06,-3.76E-05,2.09E-05,-6.54E-06,6.59E-05,9.84E-06,5.10E-05,-4.04E-06,3.98E-05,2.83E-06,-2.20E-05,0.000211588,-8.39E-35,-3.05E-06,2.85E-06,-1.07E-05,3.82E-05,2.37E-05,-4.04E-05,2.72E-05,-8.95E-05,2.81E-05,-2.44E-05,2.30E-05,7.53E-05,-2.27E-05,5.58E-05
VOVQEE_clean_no_solvent.cif,0.00312,64.09611429,143.8228,146.6381714,2495.571429,4483.714286,1745.142857,20,269.7142857,216.5714286,136,20.48805714,20.43342857,21.05308571,28.47828571,1231.857143,782.5714286,1701.714286,4640,6.285714286,16,58.85714286,62.28571429,88.57142857,3.831828571,5.383028571,9.186857143,-3.657142857,-2.848571429,-2.977142857,93.14285714,91.14285714,63.42857143,2.857142857,1.428571429,3.428571429,2.26,1.837142857,1.788571429,21.90516667,38.16213333,0,0,117.6666667,205.3333333,0,2.666666667,0,8.666666667,0,0,1.5304,2.675,0,0,43.94444444,0,3,5.666666667,0.574322222,126.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VOXKIE_clean_no_solvent.cif,0.00747,392.8864,2142.6256,2013.392,19012,26608,27008,256,1184,1336,1408,100.94,25.509,14.025,31.966,4225,3510,1950,4420,10,49,112,105,182,8.652,6.468,12.6672,-15.49,-7.25,-18.06,401,295,582,33,20,44,6.61,4.55,9.26,118.7144,219.096,337.3204,385.387,548,1008,1420,16,58,80,256,250,7.4224,16.2624,23.0448,18.4348,60.26666667,94.4,2.066666667,4.6,0.5409,84.90066667,110.3,151.4414248,1.733333333,4.8,-1.2,-0.034666667,0.037333333,-5.2,-8.588562667,0,0,0,0,0,0.006159516,0.000864732,0.002393972,0.002402513,0.000337288,0.003424333,0.002411084,0.000338491,0.000106229,0.0010785,0.000482456,2.75E-05,-4.34E-05,-7.28E-05,5.46E-06,-1.82E-05,7.67E-05,-6.69E-06,3.32E-05,0.000114039,3.01E-05,-4.35E-05,1.52E-05,2.92E-05,2.52E-05,4.81E-05,-1.25E-07,-2.06E-05,1.56E-05,-5.43E-05,0.000106254,6.43E-05,-6.49E-05,5.19E-05,-7.56E-05,0.000131299,-9.39E-05,4.81E-05,0.000139586,-4.49E-05,0.000405067
VOXQOQ_clean_no_solvent.cif,0.00726,81.5751,173.3214667,253.216,1324,2954.666667,1360,29.33333333,98.66666667,110.6666667,82.66666667,13.34453333,17.16,27.401,44.561,900,720,1160,1880,9.333333333,11.33333333,32,52.66666667,92,3.257533333,5.982333333,9.239866667,-4.9,-6.706666667,-11.60666667,76,141.3333333,217.3333333,2,5.333333333,5.333333333,1.88,3.293333333,5.173333333,82.474,167.81028,241.38056,207.4496,355.6,734.4,634.4,11.6,31.2,58.8,168,136.8,5.09076,11.53036,15.38272,19.56,52,36,3.4,8.6,0.55658,122.682,172.108,104.0022736,1.2,15.2,-1.2,-0.024,0.896,-4.32,4.542936,49.426,128.3,0.748,-0.4,-5.52,0.00755138,-0.002208968,0.00288929,0.002576546,-0.000753704,0.005691064,0.002297653,-0.000672121,-0.000674616,0.005093889,-0.001484579,6.18E-06,-2.64E-06,-1.19E-05,3.40E-05,-2.84E-05,2.05E-05,-5.42E-05,5.35E-05,9.09E-06,9.85E-06,-0.000150949,1.10E-05,0.000227515,-0.000135804,0.000143007,-1.21E-08,-1.32E-06,4.94E-06,1.78E-05,2.70E-05,7.80E-06,-1.47E-05,2.73E-05,-9.92E-06,5.13E-05,5.87E-06,6.05E-05,3.09E-05,-5.18E-06,0.000318299
VOXTUZ_clean_no_solvent.cif,0.011,68.9837,169.5096,180.8064,1172,1248,2880,24,80,80,48,12.1472,21.6032,13.7532,59.4088,16,128,240,352,11,16,32,60,80,2.9784,4.3248,8.1906,-7.48,-2.48,-20.57,-16,-44,-44,8,1,24,1.16,-0.16,3.19,55.2221,75.422,136.2978,54.868,466.25,920,58,6,7.25,23,28.25,8.75,3.2931,6.47875,6.57595,9.46,64,10,1,3.75,0.5329,132.5,77.2475,29.85960375,0,8.75,-2.75,0,0.45,0,0.9911125,251.93125,98.45401562,0.465,2.4375,0.29733375,0.004603354,-0.000173255,0.001671824,0.001811775,-6.82E-05,0.002829462,0.001963441,-7.39E-05,-4.16E-05,0.001724937,-0.000115406,8.69E-06,-3.40E-06,-4.87E-06,3.50E-06,-2.62E-05,0.000136147,-4.02E-06,7.93E-05,-1.34E-05,-2.62E-05,-2.38E-05,4.94E-05,3.34E-05,-5.77E-05,0.000174757,-7.71E-35,1.82E-06,-7.14E-07,-4.62E-06,7.73E-05,-7.25E-06,-2.80E-05,-1.32E-06,3.88E-06,-3.13E-05,8.11E-06,8.33E-06,4.67E-05,5.21E-06,7.42E-05
VOXVAH_clean_no_solvent.cif,0.011,68.9837,169.5096,180.8064,1172,1248,2880,24,80,80,48,12.1472,21.6032,13.7532,78.3116,16,128,240,464,14.5,16,32,74,114,2.9784,4.3248,10.7967,-7.48,-2.48,-27.115,-16,-44,-58,8,-2.5,29.5,1.16,-0.16,4.205,63.1565,101.7466,193.6062,34.056,521.75,1234,36,6.375,4.5,36,40.5,5,3.6909375,8.495375,8.981475,5.676,64,6,1,4.625,0.5329,132.5,101.82625,17.91576225,0,5.25,-3.625,0,0.27,0,0.5946675,200.9451875,91.7230625,0.31,2.25,0.1982225,0.001334955,-0.000454287,0.000644668,0.000633584,-0.00021561,0.000872033,0.000622691,-0.000211903,-0.000100341,0.000405829,-0.000291652,3.52E-06,-9.36E-06,-6.32E-06,-1.59E-06,-4.19E-06,4.87E-05,1.27E-05,1.18E-05,1.38E-05,2.92E-06,-3.32E-05,1.52E-05,8.83E-05,-2.28E-05,2.44E-05,-1.47E-08,1.63E-05,1.13E-05,-7.38E-06,5.68E-05,-3.45E-06,1.55E-05,-3.31E-05,4.32E-05,-2.91E-05,-3.48E-05,2.10E-05,4.93E-05,-3.87E-05,4.78E-05
VOXVEL_clean_no_solvent.cif,0.008,68.9837,169.5096,180.8064,1172,1248,2880,24,80,80,48,12.1472,21.6032,13.7532,64.8096,16,128,240,384,12,16,32,64,94.4,2.9784,4.3248,8.9352,-7.48,-2.48,-22.44,-16,-44,-48,8,0,24.4,1.16,-0.16,3.48,56.9705,75.4048,151.6392,45.408,482,976,48,6,6,24,26,6,3.3921,6.7306,7.1792,7.568,64,8,1,4,0.5329,132.5,84.27,23.887683,0,7,-3,0,0.36,0,0.79289,316.5965,98.0004125,0.041333333,4.733333333,0.026429667,0.002346631,-0.000605937,0.001285516,0.001098156,-0.000283561,0.001867594,0.000938103,-0.000242233,-9.84E-05,0.000647791,-0.000411957,4.22E-07,1.11E-06,-1.87E-06,1.35E-06,-2.33E-06,1.79E-06,-2.35E-06,3.91E-06,-3.85E-06,-1.00E-05,-6.54E-06,-4.90E-06,1.88E-05,-2.76E-05,0.000110093,2.49E-07,5.91E-06,9.43E-07,2.93E-06,2.54E-05,-2.69E-06,8.83E-06,-8.03E-06,5.61E-06,1.54E-05,-1.34E-06,-2.38E-06,6.75E-06,1.41E-05,3.55E-05
VOXYUE_clean_no_solvent.cif,0.00115,226.5658,1425.2672,1242.0576,18656,74612,110832,208,752,1200,1808,102.1896,27.69346667,13.36226667,61.7188,2304,4000,6528,8736,12,28.66666667,57.33333333,93.33333333,129.3333333,7.6072,7.360533333,16.9608,-7.373333333,-1.146666667,-16.24,172.6666667,56,394,18,4,40.66666667,2.753333333,0.946666667,6.3,22.4005,28.662,15.6864,0,341,276,0,3,0,6,2,0,2.1958,2.7258,1.53,0,152.5,0,1,2,0.80145,151.42,143.56,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VOYGOH_clean_no_solvent.cif,0.013,811.7838,5017.1652,5643.3888,53208,283248,239040,804,2696,5244,7948,261.3692,27.9672,22.86950625,85.09685625,1548,1248,8097.75,3786.75,12.375,16,41.75,90.25,125.5,3.9785,10.34938125,12.284775,-5.63,-0.16875,-17.585625,124,4.5,376.125,5.5625,0.1875,18.125,2.53,0.10125,7.77375,177.0894,355.011,557.1304,682.442,768,1560,2360,26,108,138,484,524,11.5274,26.8422,39.4612,17.544,64,96,1,3,0.5329,59.89,87.98,119.78,2,4,-2,-0.04,-0.08,-6,-12,28.09,87.98,1.78,-2,-12,0.00240406,0.000872178,0.000992902,0.000953813,0.000346037,0.001356216,0.000916262,0.000332414,5.71E-05,0.000223936,0.000472656,1.24E-05,-1.49E-05,-2.28E-05,4.25E-06,-3.95E-05,3.66E-05,-6.97E-06,6.92E-05,2.92E-05,4.40E-05,-1.54E-05,4.29E-05,5.76E-06,-1.55E-06,0.000182929,-1.87E-35,2.67E-07,-2.58E-06,-1.54E-05,1.42E-05,3.53E-06,-7.56E-07,1.04E-05,-1.92E-05,-1.21E-05,-1.73E-05,-1.56E-05,3.12E-05,4.01E-05,0.000141966
VOYLUS_clean_no_solvent.cif,0.016,92.7113,241.6632,372.096,2693,5388,2016,48,144,180,144,16.92,23.4688,39.372,73.34,2209,1316,2256,2632,16,16,48,96,128,3.84,7.8848,11.6736,-4.44,-4.96,-7.12,160,328,696,4,8,32,2.12,4.08,11.36,490.9614,1120.317,1769.71,2263.276,1884,4584,7240,82,376,462,1724,2016,33.9042,85.5778,128.5948,22.192,49,91,4,12,0.5625,167.24,233.945228,200.592614,14,8,-2,0.72,0.34,-2.01422,-4.90711,0,0,0,0,0,0.014331688,-0.007770074,0.006034836,0.005441498,-0.002950165,0.010819195,0.004906495,-0.002660108,-0.001565192,0.005740057,-0.005289026,2.75E-06,-4.97E-06,-9.37E-06,6.84E-06,-6.61E-06,5.99E-06,-6.17E-06,1.04E-05,6.49E-06,1.37E-05,-0.000100162,8.63E-06,0.000129757,4.00E-06,1.99E-05,5.29E-36,-2.18E-06,9.21E-06,-9.80E-06,1.41E-05,1.71E-05,-2.29E-05,7.39E-06,-1.28E-05,1.29E-05,-6.31E-05,8.82E-06,9.43E-05,-1.46E-05,8.68E-05
